t,phase,lateral_acc_mag,axial_acc_mag,jerk_mag,lateral_jerk_mag,risk_rate,t_scale,torque_norm
5.4840,1. Hover above tube,39.172350,33.784568,48560.129036,30949.958009,61939.088367,1.0000,15.9309
5.4860,1. Hover above tube,33.459489,9.670144,42296.331924,36290.867172,72615.193832,0.1000,12.9548
5.4880,1. Hover above tube,24.805668,24.937667,14506.899187,12333.299963,24691.405593,0.1000,13.8604
5.4900,1. Hover above tube,31.124714,49.121387,46392.326597,27953.388023,55937.900760,1.0000,17.1793
5.4920,1. Hover above tube,17.162610,56.444656,57831.910029,23633.597089,47284.356789,0.1000,14.7392
5.4940,1. Hover above tube,31.112846,49.170550,57854.220009,23640.340605,47311.794056,1.0000,16.4692
5.4960,1. Hover above tube,25.104902,25.075589,46553.717437,28091.069705,56207.244312,0.1000,12.7394
5.4980,1. Hover above tube,33.225279,9.607198,14513.657676,12283.621582,24600.468443,0.1000,13.3243
5.5000,1. Hover above tube,39.167199,33.780389,42175.795282,36171.838122,72382.843444,1.0000,16.5367
5.5020,1. Hover above tube,22.979866,41.099302,48578.514819,30954.287195,61931.554256,0.1000,14.2945
5.5040,1. Hover above tube,39.161864,33.826270,48596.398626,30959.795103,61958.752070,1.0000,15.7243
5.5060,1. Hover above tube,33.485656,9.684112,42317.251015,36297.060201,72627.606058,0.1000,12.7834
5.5080,1. Hover above tube,24.850354,24.977173,14527.185960,12350.533781,24725.917916,0.1000,13.8287
5.5100,1. Hover above tube,31.118754,49.195009,46449.438192,27971.237050,55973.592854,1.0000,16.9882
5.5120,1. Hover above tube,17.184583,56.503011,57896.783947,23640.650229,47298.485040,0.1000,14.6858
5.5140,1. Hover above tube,31.102152,49.244583,57917.270079,23644.993954,47321.090059,1.0000,16.2489
5.5160,1. Hover above tube,17.176068,56.465805,57896.251059,23627.499705,47272.175478,0.1000,15.7431
5.5180,1. Hover above tube,31.083062,49.294769,57917.356448,23631.420367,47293.923795,0.1000,15.7391
5.5200,1. Hover above tube,25.141883,25.090518,46611.143407,28092.895903,56210.933688,0.1000,12.7281
5.5220,1. Hover above tube,33.260347,9.595759,14556.619260,12325.587026,24684.434399,0.1000,14.2042
5.5240,1. Hover above tube,39.140106,33.875913,42201.728873,36176.279333,72391.698772,1.0000,15.5590
5.5260,1. Hover above tube,22.992987,41.088478,48605.993221,30944.784304,61912.561594,0.1000,15.3448
5.5280,1. Hover above tube,39.132571,33.924665,48623.953025,30949.337480,61937.807530,1.0000,14.9441
5.5300,1. Hover above tube,33.526617,9.684718,42348.013995,36302.556303,72638.639223,0.1000,12.8099
5.5320,1. Hover above tube,24.878502,24.999930,14588.288205,12416.061413,24857.001327,0.1000,14.6297
5.5340,1. Hover above tube,31.054343,49.313295,46495.001002,27952.360999,55935.776340,1.0000,16.0851
5.5360,1. Hover above tube,17.176659,56.508864,57936.525621,23597.066576,47211.309811,0.1000,15.6629
5.5380,1. Hover above tube,31.030664,49.363910,57955.913820,23598.659160,47228.348984,1.0000,15.5379
5.5400,1. Hover above tube,25.167890,25.151248,46654.720418,28076.790892,56178.749675,0.1000,12.6097
5.5420,1. Hover above tube,33.298490,9.638379,14621.444118,12395.557893,24824.414277,0.1000,14.1270
5.5440,1. Hover above tube,23.332666,44.208310,38794.732951,27942.440472,55908.213610,1.0000,14.8716
5.5460,1. Hover above tube,22.775917,41.230229,48479.471346,22922.106231,45866.988379,0.1000,15.9352
5.5480,1. Hover above tube,39.342004,33.800023,48620.891529,30939.476813,61918.295631,1.0000,14.2814
5.5500,1. Hover above tube,33.302621,9.808367,42339.427652,36297.946443,72629.195507,0.1000,12.5041
5.5520,1. Hover above tube,7.694851,35.409687,21491.342854,17264.009237,34535.713324,0.1000,14.5610
5.5540,1. Hover above tube,31.040746,49.329573,46145.191721,18283.224462,36597.489670,1.0000,16.0235
5.5560,1. Hover above tube,17.211659,56.516238,57953.568833,23607.425825,47232.063309,0.1000,15.5668
5.5580,1. Hover above tube,31.012202,49.381934,57971.591688,23606.615837,47244.243875,0.1000,15.4347
5.5600,1. Hover above tube,25.204645,25.156225,46669.171853,28082.639536,56190.483718,0.1000,12.5230
5.5620,1. Hover above tube,33.326486,9.636164,14634.092221,12407.156608,24847.639703,0.1000,14.0742
5.5640,1. Hover above tube,23.324094,44.228748,38806.367126,27947.633030,55918.590155,1.0000,14.7378
5.5660,1. Hover above tube,22.795835,41.225445,48488.179261,22923.535188,45869.866210,0.1000,15.7871
5.5680,1. Hover above tube,39.318032,33.826262,48627.622268,30935.290772,61909.899576,1.0000,14.1055
5.5700,1. Hover above tube,33.329051,9.810234,42347.600082,36297.394487,72628.118026,0.1000,12.3401
5.5720,1. Hover above tube,7.724660,35.414678,21501.879718,17277.609458,34562.943576,0.1000,14.5407
5.5740,1. Hover above tube,12.204684,59.635940,48496.492370,9666.357115,19344.918915,1.0000,14.8965
5.5760,1. Hover above tube,17.007157,56.615902,59928.815478,14590.051803,29197.110763,1.0000,16.4460
5.5780,1. Hover above tube,31.284060,49.225029,57953.342223,23633.281305,47297.846669,0.1000,14.3345
5.5800,1. Hover above tube,24.975068,25.223794,46646.410554,28113.538546,56252.052159,0.1000,12.6280
5.5820,1. Hover above tube,19.309339,20.007879,14760.967233,14528.383156,29076.075652,0.1000,14.0552
5.5840,1. Hover above tube,23.296814,44.215145,38444.510275,21145.842936,42314.982687,1.0000,14.6578
5.5860,1. Hover above tube,22.835118,41.197404,48471.218687,22923.758792,45870.352703,0.1000,15.6332
5.5880,1. Hover above tube,39.301901,33.816449,48621.949371,30947.302689,61933.907278,0.1000,13.9793
5.5900,1. Hover above tube,33.346159,9.771334,42335.249225,36295.736064,72624.818287,0.1000,12.2238
5.5920,1. Hover above tube,7.724757,35.374125,21479.538931,17252.320508,34512.365773,0.1000,14.5191
5.5940,1. Hover above tube,12.191137,59.625808,48471.533957,9664.577104,19341.345345,1.0000,14.8596
5.5960,1. Hover above tube,17.043604,56.581653,59910.072290,14598.336918,29213.717440,1.0000,16.3037
5.5980,1. Hover above tube,31.269951,49.217657,57940.378252,23645.866319,47323.002589,0.1000,14.2534
5.6000,1. Hover above tube,25.004033,25.186534,46632.890007,28117.459325,56259.922683,0.1000,12.5081
5.6020,1. Hover above tube,19.307822,19.984406,14742.930458,14510.959990,29041.227803,0.1000,14.0869
5.6040,1. Hover above tube,23.273386,44.222941,38432.911437,21135.366176,42294.005737,1.0000,14.6060
5.6060,1. Hover above tube,22.854857,41.172542,48461.663800,22916.900874,45856.656605,0.1000,15.5375
5.6080,1. Hover above tube,39.276832,33.827834,48615.723408,30943.781380,61926.839591,0.1000,13.8838
5.6100,1. Hover above tube,33.365944,9.753023,42331.037694,36291.143552,72615.653047,0.1000,12.1583
5.6120,1. Hover above tube,24.733610,25.025525,14529.055672,12359.892310,24744.518230,0.1000,15.2920
5.6140,1. Hover above tube,31.260490,49.183555,46470.924747,27981.953279,55995.167047,1.0000,14.8685
5.6160,1. Hover above tube,17.067647,56.537941,57908.149631,23640.904844,47298.877335,0.1000,16.1933
5.6180,1. Hover above tube,31.242139,49.210482,57917.188870,23643.773523,47318.789185,1.0000,14.2192
5.6200,1. Hover above tube,17.062481,56.484114,57890.347401,23629.134682,47275.331845,0.1000,17.2636
5.6220,1. Hover above tube,31.221050,49.238445,57900.106975,23631.475760,47294.172570,0.1000,13.8281
5.6240,1. Hover above tube,25.020020,25.104280,46598.329923,28098.747521,56222.515061,0.1000,12.7080
5.6260,1. Hover above tube,31.077635,49.233404,46554.680840,28036.424702,56103.927039,0.1000,19.2652
5.6280,1. Hover above tube,17.348443,56.656170,58012.212650,23709.469844,47436.288132,1.0000,13.3204
5.6300,1. Hover above tube,12.279611,59.565844,59965.233043,14825.267024,29662.813659,1.0000,17.2994
5.6320,1. Hover above tube,17.128603,56.746257,59982.826548,14699.325906,29415.780416,1.0000,15.1068
5.6340,1. Hover above tube,31.359083,49.156741,58027.575452,23751.306025,47533.971133,1.0000,16.6157
5.6360,1. Hover above tube,25.068485,25.302216,46702.587208,28208.250964,56441.570412,0.1000,13.0550
5.6380,1. Hover above tube,19.361357,20.052905,14808.329402,14574.369480,29168.100316,0.1000,13.1695
5.6400,1. Hover above tube,23.320224,44.110714,38439.776952,21186.215883,42395.751990,1.0000,16.6484
5.6420,1. Hover above tube,22.963905,41.316074,48513.103177,23006.341142,46035.646188,0.1000,14.5712
5.6440,1. Hover above tube,39.332868,33.708523,48679.630786,31036.825675,62112.984217,0.1000,15.8653
5.6460,1. Hover above tube,33.391266,9.797283,42348.203172,36340.306929,72714.005123,0.1000,12.9693
5.6480,1. Hover above tube,7.778607,35.467543,21483.039623,17226.576740,34460.932087,0.1000,13.2730
5.6500,1. Hover above tube,12.321072,59.582177,48516.402884,9769.437012,19551.195095,1.0000,16.9747
5.6520,1. Hover above tube,17.228107,56.791894,60030.057633,14766.053429,29549.334964,1.0000,14.9641
5.6540,1. Hover above tube,31.433616,49.183051,58101.734949,23849.834032,47731.101679,0.1000,16.2684
5.6560,1. Hover above tube,25.146098,25.281788,46750.671176,28280.417402,56585.980902,0.1000,12.7881
5.6580,1. Hover above tube,19.334010,19.995055,14774.436579,14536.164422,29091.662854,0.1000,13.1468
5.6600,1. Hover above tube,23.308547,44.100338,38401.736107,21167.401601,42358.111749,1.0000,16.3319
5.6620,1. Hover above tube,23.034146,41.324846,48524.844463,23029.738397,46082.510941,0.1000,14.4534
5.6640,1. Hover above tube,39.341072,33.709170,48709.909517,31076.489127,62192.319326,0.1000,15.5251
5.6660,1. Hover above tube,33.404983,9.752796,42346.095741,36348.981687,72731.368358,0.1000,12.7178
5.6680,1. Hover above tube,7.778965,35.450938,21450.660097,17177.784863,34363.348692,0.1000,13.2872
5.6700,1. Hover above tube,12.341272,59.611556,48525.995466,9784.808693,19581.958658,1.0000,16.6678
5.6720,1. Hover above tube,17.298104,56.829087,60073.338481,14807.580901,29632.459906,1.0000,14.8883
5.6740,1. Hover above tube,31.473946,49.221587,58162.538542,23911.492505,47854.458957,0.1000,15.9405
5.6760,1. Hover above tube,25.206222,25.274760,46793.331571,28326.831518,56678.869258,0.1000,12.5732
5.6780,1. Hover above tube,19.323961,19.958063,14758.270526,14516.632939,29052.589840,0.1000,13.1760
5.6800,1. Hover above tube,23.299119,44.109836,38386.312283,21158.834405,42340.967930,1.0000,16.0426
5.6820,1. Hover above tube,23.082834,41.332535,48540.535086,23044.124350,46111.331533,0.1000,14.3945
5.6840,1. Hover above tube,39.338041,33.728861,48735.784671,31098.467358,62236.272757,0.1000,15.2136
5.6860,1. Hover above tube,33.421933,9.728260,42350.620030,36353.811209,72741.044352,0.1000,12.5123
5.6880,1. Hover above tube,24.956947,25.145717,14510.992421,12291.044916,24607.046779,0.1000,13.9988
5.6900,1. Hover above tube,31.504035,49.218616,46673.655253,28218.730365,56468.964764,1.0000,16.4064
5.6920,1. Hover above tube,17.353957,56.849901,58188.742624,23946.825274,47911.004504,0.1000,14.8534
5.6940,1. Hover above tube,31.496117,49.255937,58206.485564,23954.851212,47941.198541,1.0000,15.6578
5.6960,1. Hover above tube,17.354604,56.806440,58184.110333,23944.104126,47905.562857,0.1000,15.9088
5.6980,1. Hover above tube,31.485331,49.294291,58202.517608,23951.509058,47934.503448,0.1000,15.1487
5.7000,1. Hover above tube,25.256570,25.222555,46819.967756,28355.040829,56735.338229,0.1000,12.5384
5.7020,1. Hover above tube,33.186583,9.589240,14501.888018,12218.093372,24469.373328,0.1000,14.3421
5.7040,1. Hover above tube,39.328522,33.734599,42210.269230,36231.716416,72502.761354,1.0000,14.9823
5.7060,1. Hover above tube,23.129340,41.280665,48728.969325,31109.925958,62242.981255,0.1000,15.4904
5.7080,1. Hover above tube,39.322776,33.773439,48744.491081,31115.162014,62269.646804,1.0000,14.3666
5.7100,1. Hover above tube,33.448564,9.659792,42349.477901,36358.363642,72750.175849,0.1000,12.5656
5.7120,1. Hover above tube,25.001276,25.091473,14501.911619,12276.910849,24578.822974,0.1000,14.8128
5.7140,1. Hover above tube,31.484281,49.276959,46683.149969,28229.945071,56491.374423,1.0000,15.4632
5.7160,1. Hover above tube,17.391327,56.807987,58201.423432,23955.622496,47928.636319,0.1000,15.8541
5.7180,1. Hover above tube,31.466826,49.317187,58217.982548,23959.688436,47950.843697,1.0000,14.9236
5.7200,1. Hover above tube,25.293194,25.222018,46834.059519,28360.358684,56746.010561,0.1000,12.4045
5.7220,1. Hover above tube,33.214009,9.578929,14513.914339,12228.017818,24489.249646,0.1000,14.3181
5.7240,1. Hover above tube,39.304417,33.755403,42215.591327,36233.271355,72505.847127,1.0000,14.8062
5.7260,1. Hover above tube,23.150308,41.272810,48734.098437,31106.453039,62236.056386,0.1000,15.4503
5.7280,1. Hover above tube,39.296532,33.797126,48748.718467,31110.244077,62259.784686,1.0000,14.1593
5.7300,1. Hover above tube,33.476925,9.660476,42356.476076,36357.421216,72748.319357,0.1000,12.4395
5.7320,1. Hover above tube,25.027812,25.094174,14518.909682,12297.909763,24620.847338,0.1000,14.8311
5.7340,1. Hover above tube,31.442536,49.310214,46693.285925,28220.605698,56472.653933,1.0000,15.2919
5.7360,1. Hover above tube,17.399466,56.802482,58207.373008,23934.118384,47885.636234,0.1000,15.8543
5.7380,1. Hover above tube,31.419221,49.351732,58222.075106,23935.257456,47901.934133,1.0000,14.7234
5.7400,1. Hover above tube,25.313459,25.232527,46843.392380,28343.090417,56711.494292,0.1000,12.3208
5.7420,1. Hover above tube,33.243214,9.586297,14542.798402,12260.138416,24553.520045,0.1000,14.3446
5.7440,1. Hover above tube,39.271260,33.794186,42226.920037,36231.237729,72501.746717,1.0000,14.6614
5.7460,1. Hover above tube,23.151591,41.264438,48736.019884,31087.622230,62198.396050,0.1000,15.4566
5.7480,1. Hover above tube,39.261355,33.838389,48749.704192,31090.052348,62219.366052,1.0000,13.9847
5.7500,1. Hover above tube,33.506936,9.678037,42369.243405,36352.993962,72739.494860,0.1000,12.3565
5.7520,1. Hover above tube,25.038442,25.106391,14551.806341,12339.867643,24704.773728,0.1000,14.8982
5.7540,1. Hover above tube,31.373865,49.353398,46698.179997,28189.889278,56411.152422,1.0000,15.1492
5.7560,1. Hover above tube,17.381403,56.788955,58201.749739,23882.625464,47782.632332,0.1000,15.8992
5.7580,1. Hover above tube,31.345170,49.395742,58214.572186,23881.089280,47793.523731,1.0000,14.5529
5.7600,1. Hover above tube,25.318292,25.251780,46847.309839,28305.037688,56635.393669,0.1000,12.2837
5.7620,1. Hover above tube,33.273694,9.609280,14586.346413,12311.881095,24657.035884,0.1000,14.4130
5.7640,1. Hover above tube,39.229952,33.849024,42243.422015,36225.809101,72490.848153,1.0000,14.5515
5.7660,1. Hover above tube,23.134825,41.254820,48734.620963,31054.820928,62132.776682,0.1000,15.5007
5.7680,1. Hover above tube,39.218151,33.895324,48747.345716,31055.981646,62151.181443,1.0000,13.8461
5.7700,1. Hover above tube,33.538107,9.710425,42386.969224,36345.283116,72724.104340,0.1000,12.3145
5.7720,1. Hover above tube,25.034217,25.125980,14598.526659,12400.280242,24825.594701,0.1000,15.0042
5.7740,1. Hover above tube,31.280787,49.404493,46697.313495,28139.592832,56310.466450,1.0000,15.0396
5.7760,1. Hover above tube,17.339811,56.766627,58184.521155,23804.006880,47625.353571,0.1000,15.9792
5.7780,1. Hover above tube,31.247122,49.447255,58195.451921,23800.018432,47631.283986,1.0000,14.4158
5.7800,1. Hover above tube,17.319500,56.716319,58168.162782,23774.425331,47566.170162,0.1000,17.1218
5.7820,1. Hover above tube,31.210989,49.490641,58179.730680,23770.048246,47571.307480,1.0000,14.0557
5.7840,1. Hover above tube,25.297678,25.247014,46836.218038,28225.640128,56476.577935,0.1000,12.6315
5.7860,1. Hover above tube,12.285083,59.754942,46400.937831,18635.961376,37284.207835,0.1000,18.0596
5.7880,1. Hover above tube,17.358815,56.994966,60224.656618,14812.528541,29642.415898,1.0000,13.8638
5.7900,1. Hover above tube,31.336253,49.383409,58292.599924,23863.744860,47758.825973,1.0000,17.1825
5.7920,1. Hover above tube,17.364381,56.960362,58274.500181,23856.457544,47730.279469,0.1000,14.8255
5.7940,1. Hover above tube,31.333310,49.429455,58299.170303,23867.671785,47766.676881,0.1000,16.5243
5.7960,1. Hover above tube,25.331349,25.441397,46937.991775,28319.782369,56664.896087,0.1000,12.7281
5.7980,1. Hover above tube,33.318942,9.766963,14728.591093,12474.541258,24982.401458,0.1000,13.5287
5.8000,1. Hover above tube,39.249584,33.822771,42301.648033,36260.078279,72559.406141,1.0000,16.2989
5.8020,1. Hover above tube,23.171852,41.401278,48792.075221,31086.317952,62195.807756,0.1000,14.5794
5.8040,1. Hover above tube,39.246893,33.864021,48810.865387,31093.713931,62226.674755,1.0000,15.5461
5.8060,1. Hover above tube,33.576458,9.825221,42439.021062,36387.809482,72809.195421,0.1000,12.8962
5.8080,1. Hover above tube,25.089648,25.330456,14730.167512,12521.443260,25067.976169,0.1000,13.8651
5.8100,1. Hover above tube,31.365010,49.435138,46831.812457,28216.110121,56463.585252,1.0000,16.7761
5.8120,1. Hover above tube,17.420135,57.008947,58341.227400,23902.019862,47821.459859,0.1000,14.8295
5.8140,1. Hover above tube,31.355090,49.482059,58363.521550,23909.762208,47850.879507,1.0000,16.1054
5.8160,1. Hover above tube,25.387056,25.457948,46988.614220,28354.648435,56734.683927,0.1000,12.5163
5.8180,1. Hover above tube,33.340474,9.749963,14730.772962,12465.339593,24964.019659,0.1000,13.5051
5.8200,1. Hover above tube,39.241866,33.849393,42311.234148,36266.794512,72572.830890,1.0000,15.9425
5.8220,1. Hover above tube,23.210436,41.415235,48818.927625,31100.103296,62223.417028,0.1000,14.5604
5.8240,1. Hover above tube,39.236843,33.893098,48836.546057,31105.927298,62251.091438,1.0000,15.1761
5.8260,1. Hover above tube,33.599161,9.819639,42450.282224,36392.005003,72817.609166,0.1000,12.6511
5.8280,1. Hover above tube,25.134731,25.347706,14736.684022,12523.629496,25072.393722,0.1000,13.9301
5.8300,1. Hover above tube,31.361219,49.494570,46875.254685,28234.900518,56501.162255,1.0000,16.3982
5.8320,1. Hover above tube,17.447207,57.044710,58391.273358,23912.796745,47843.040697,0.1000,14.8923
5.8340,1. Hover above tube,31.344968,49.541962,58411.206256,23917.379777,47866.104521,1.0000,15.7160
5.8360,1. Hover above tube,25.425228,25.482396,47030.358368,28364.903664,56755.232556,0.1000,12.3608
5.8380,1. Hover above tube,33.364234,9.750052,14749.878789,12479.069273,24991.502781,0.1000,13.5401
5.8400,1. Hover above tube,39.223544,33.892363,42325.833171,36269.373127,72577.969798,1.0000,15.6236
5.8420,1. Hover above tube,23.228448,41.425669,48840.027148,31097.256288,62217.741025,0.1000,14.5947
5.8440,1. Hover above tube,39.216295,33.938248,48856.468472,31101.577358,62242.371011,1.0000,14.8445
5.8460,1. Hover above tube,33.623960,9.830504,42466.363938,36392.131679,72817.887318,0.1000,12.4576
5.8480,1. Hover above tube,25.162553,25.371654,14759.258099,12547.660423,25120.483399,0.1000,14.0509
5.8500,1. Hover above tube,31.327384,49.560178,46909.548103,28230.070436,56491.468256,1.0000,16.0572
5.8520,1. Hover above tube,17.447002,57.067268,58424.732852,23891.136468,47799.719938,0.1000,15.0056
5.8540,1. Hover above tube,31.305170,49.607726,58442.307209,23892.742547,47816.790264,1.0000,15.3637
5.8560,1. Hover above tube,25.446552,25.512967,47062.848853,28352.018523,56729.483597,0.1000,12.2618
5.8580,1. Hover above tube,33.389703,9.765580,14783.916471,12513.438140,25060.265983,0.1000,13.6276
5.8600,1. Hover above tube,39.195494,33.950340,42344.838629,36267.984386,72575.164266,1.0000,15.3482
5.8620,1. Hover above tube,23.227189,41.432279,48855.520069,31078.978614,62181.184417,0.1000,14.6758
5.8640,1. Hover above tube,39.186131,33.998132,48870.785818,31081.878132,62202.942395,1.0000,14.5567
5.8660,1. Hover above tube,33.650347,9.856158,42486.675825,36388.374023,72810.398393,0.1000,12.3179
5.8680,1. Hover above tube,25.173931,25.400643,14796.014085,12591.294938,25207.763806,0.1000,14.2180
5.8700,1. Hover above tube,31.265762,49.630583,46934.449251,28203.167888,56437.601538,1.0000,15.7601
5.8720,1. Hover above tube,17.421567,57.076311,58441.880868,23839.489352,47696.400272,0.1000,15.1603
5.8740,1. Hover above tube,31.237974,49.677988,58457.115190,23838.324538,47707.887049,1.0000,15.0550
5.8760,1. Hover above tube,17.405073,57.030989,58432.193513,23815.350055,47648.105184,0.1000,16.2908
5.8780,1. Hover above tube,31.207648,49.726025,58448.039479,23813.758088,47658.723824,0.1000,14.6057
5.8800,1. Hover above tube,25.444193,25.518213,47081.786712,28299.811247,56625.066686,0.1000,12.4601
5.8820,1. Hover above tube,33.426080,9.770062,14849.688846,12590.225058,25213.876196,0.1000,14.7666
5.8840,1. Hover above tube,23.467254,44.307219,38959.983239,28058.542231,56140.551717,1.0000,13.7935
5.8860,1. Hover above tube,33.424134,9.995966,39049.756025,28064.823174,56163.070482,0.1000,12.0482
5.8880,1. Hover above tube,7.954157,35.777138,21617.609470,17356.834451,34721.623059,0.1000,14.3721
5.8900,1. Hover above tube,31.198279,49.670402,46551.842809,18488.427389,37008.053056,1.0000,15.5809
5.8920,1. Hover above tube,17.403312,57.057289,58432.686160,23788.513016,47594.429345,0.1000,15.2946
5.8940,1. Hover above tube,31.165110,49.718345,58445.887774,23784.718596,47600.602301,0.1000,14.8555
5.8960,1. Hover above tube,17.381988,57.010639,58420.275241,23758.574757,47534.531501,0.1000,16.4053
5.8980,1. Hover above tube,9.188402,62.062124,60991.519595,13270.330182,26549.848765,1.0000,13.3495
5.9000,1. Hover above tube,25.126010,25.637377,46935.252774,16736.114872,33497.355755,1.0000,12.9673
5.9020,1. Hover above tube,31.346482,49.553764,47006.383668,28226.704385,56484.755251,0.1000,18.4463
5.9040,1. Hover above tube,17.405714,57.296382,58514.584708,23879.140401,47775.686516,0.1000,13.6013
5.9060,1. Hover above tube,31.349957,49.598170,58539.475171,23892.408691,47816.167340,1.0000,17.5033
5.9080,1. Hover above tube,17.414532,57.262529,58522.240815,23887.717471,47792.849474,0.1000,14.4979
5.9100,1. Hover above tube,31.351159,49.643320,58547.771702,23900.698954,47832.749067,0.1000,16.7750
5.9120,1. Hover above tube,25.442410,25.704042,47166.979876,28385.453241,56796.348892,0.1000,12.8202
5.9140,1. Hover above tube,33.396859,9.912233,14899.410747,12639.837829,25313.072517,0.1000,13.1805
5.9160,1. Hover above tube,39.247353,33.918052,42396.121033,36298.485364,72636.218080,1.0000,16.6529
5.9180,1. Hover above tube,23.245143,41.585189,48917.308943,31115.250297,62253.745738,0.1000,14.1818
5.9200,1. Hover above tube,39.245580,33.957779,48936.260975,31123.215691,62285.676962,1.0000,15.8365
5.9220,1. Hover above tube,33.650745,9.962449,42530.397737,36425.560179,72884.771103,0.1000,12.8612
5.9240,1. Hover above tube,25.206107,25.586746,14890.994301,12673.144265,25371.494638,0.1000,13.6224
5.9260,1. Hover above tube,31.399204,49.646992,47063.770329,28291.734813,56614.868831,1.0000,16.9820
5.9280,1. Hover above tube,17.480449,57.310592,58594.909992,23951.250390,47919.981230,0.1000,14.5353
5.9300,1. Hover above tube,31.392599,49.692930,58617.752885,23960.367518,47952.127635,1.0000,16.2508
5.9320,1. Hover above tube,25.504048,25.707037,47218.671206,28432.811098,56891.126244,0.1000,12.5580
5.9340,1. Hover above tube,33.411773,9.879736,14882.859642,12607.874431,25249.160635,0.1000,13.1745
5.9360,1. Hover above tube,39.245483,33.940165,42400.252542,36304.721394,72648.688272,1.0000,16.1927
5.9380,1. Hover above tube,23.290041,41.596232,48945.770401,31135.741078,62294.772197,0.1000,14.1939
5.9400,1. Hover above tube,39.241162,33.982558,48963.447743,31141.989077,62323.219317,1.0000,15.3723
5.9420,1. Hover above tube,33.667229,9.942712,42536.578587,36429.204963,72892.077155,0.1000,12.5647
5.9440,1. Hover above tube,25.256129,25.590381,14879.657790,12654.330701,25333.917530,0.1000,13.7171
5.9460,1. Hover above tube,31.411647,49.703106,47106.878663,28320.973087,56673.357820,1.0000,16.5038
5.9480,1. Hover above tube,17.515573,57.343628,58648.197357,23976.220993,47969.957559,0.1000,14.6397
5.9500,1. Hover above tube,31.397990,49.749469,58668.408574,23981.832995,47995.063981,1.0000,15.7702
5.9520,1. Hover above tube,25.546489,25.718588,47259.890662,28452.658092,56930.862672,0.1000,12.3655
5.9540,1. Hover above tube,33.429783,9.866423,14885.728597,12602.171640,25237.773064,0.1000,13.2416
5.9560,1. Hover above tube,39.231629,33.979719,42410.032037,36306.574464,72652.380557,1.0000,15.7820
5.9580,1. Hover above tube,23.312711,41.603116,48967.601451,31137.923904,62299.160519,0.1000,14.2715
5.9600,1. Hover above tube,39.224880,34.024515,48984.012322,31142.530329,62324.285538,1.0000,14.9580
5.9620,1. Hover above tube,33.686629,9.941459,42548.187995,36428.523428,72890.733486,0.1000,12.3374
5.9640,1. Hover above tube,25.287160,25.601459,14886.810039,12660.586384,25346.459928,0.1000,13.8762
5.9660,1. Hover above tube,31.390127,49.765237,47139.397131,28323.769495,56678.929116,1.0000,16.0773
5.9680,1. Hover above tube,17.520930,57.361633,58682.491211,23965.055572,47947.632073,0.1000,14.8015
5.9700,1. Hover above tube,31.369820,49.811754,58700.102465,23967.356855,47966.083531,1.0000,15.3413
5.9720,1. Hover above tube,25.570357,25.737023,47290.445111,28446.568644,56918.707645,0.1000,12.2426
5.9740,1. Hover above tube,33.450252,9.870545,14905.846197,12620.214264,25273.878780,0.1000,13.3742
5.9760,1. Hover above tube,39.206782,34.035422,42424.831199,36304.213935,72647.634652,1.0000,15.4272
5.9780,1. Hover above tube,23.314417,41.605672,48983.051077,31123.063245,62269.440907,0.1000,14.4065
5.9800,1. Hover above tube,39.197730,34.082354,48998.207397,31126.116160,62291.430051,1.0000,14.5996
5.9820,1. Hover above tube,23.306269,41.561483,48978.102135,31115.051124,62253.408517,0.1000,15.6271
5.9840,1. Hover above tube,39.188350,34.130621,48994.358229,31118.396579,62275.981508,0.1000,14.0314
5.9860,1. Hover above tube,33.717322,9.926080,42569.308722,36424.645462,72883.008246,0.1000,12.4651
5.9880,1. Hover above tube,25.293637,25.588840,14929.685751,12711.068744,25447.431125,0.1000,14.9874
5.9900,1. Hover above tube,31.303367,49.873620,47153.851477,28282.437296,56596.177959,1.0000,14.9877
5.9920,1. Hover above tube,17.484726,57.317331,58684.022180,23893.683086,47804.850898,0.1000,16.1035
5.9940,1. Hover above tube,31.273927,49.920962,58699.739877,23892.276653,47815.827232,1.0000,14.5015
5.9960,1. Hover above tube,25.570951,25.734993,47304.298145,28396.370502,56818.311955,0.1000,12.3950
5.9980,1. Hover above tube,33.487627,9.870230,14969.931709,12695.662634,25424.812895,0.1000,14.5322
6.0000,1. Hover above tube,23.532434,44.362826,39053.553411,28113.467829,56250.468092,1.0000,13.8112
6.0020,1. Hover above tube,33.484017,10.093925,39141.852405,28118.616526,56270.717068,0.1000,11.9166
6.0040,1. Hover above tube,8.070897,35.965440,21679.375817,17400.153812,34808.378521,0.1000,14.2780
6.0060,1. Hover above tube,31.268059,49.864933,46765.301059,18583.596343,37198.460744,1.0000,15.4891
6.0080,1. Hover above tube,17.483152,57.337614,58682.570103,23869.659466,47756.802085,0.1000,15.1850
6.0100,1. Hover above tube,31.235634,49.911981,58695.450575,23865.999754,47763.235143,0.1000,14.7338
6.0120,1. Hover above tube,17.462397,57.290148,58669.745367,23840.550776,47698.563949,0.1000,16.2869
6.0140,1. Hover above tube,31.200383,49.959706,58683.202737,23836.325618,47703.851619,1.0000,14.2393
6.0160,1. Hover above tube,25.571030,25.740889,47299.749353,28355.813083,56737.197195,0.1000,12.3952
6.0180,1. Hover above tube,33.512775,9.887013,15003.178015,12737.058887,25507.630550,0.1000,14.7223
